* T-Spice 13.00 Simulation	Fri Sep 06 19:25:17 2019	C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_7T.sp
* Command line: tspice -o C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_7T.out C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_7T.sp 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 4
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 12                MOSFET geometries - 4       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 4                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 3       
*   Independent nodes - 53                   Boundary nodes - 5       
*         Total nodes - 58      


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   2e-009   3e-006
TRANSIENT ANALYSIS
Time<s>           v(PC)<V>     v(BL)<V>     v(WL)<V>      v(Q)<V>     v(QB)<V>
 4.231024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0340e-002  3.6841e-001
 4.271024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0316e-002  3.6840e-001
 4.311024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0333e-002  3.6841e-001
 4.351024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0321e-002  3.6840e-001
 4.391024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0330e-002  3.6841e-001
 4.400000e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0325e-002  3.6840e-001
 4.404999e-007  2.0000e-001  4.0000e-001  0.0000e+000  1.5423e-002  3.7856e-001
 4.410000e-007  4.0000e-001  4.0000e-001  0.0000e+000  7.5138e-003  3.6529e-001
 4.412500e-007  4.0000e-001  4.0000e-001  0.0000e+000  5.0892e-003  3.4584e-001
 4.413750e-007  4.0000e-001  4.0000e-001  0.0000e+000  6.3308e-003  3.3653e-001
 4.426250e-007  4.0000e-001  4.0000e-001  0.0000e+000  4.5971e-002  2.7987e-001
 4.432500e-007  4.0000e-001  4.0000e-001  0.0000e+000  6.0580e-002  2.6326e-001
 4.459108e-007  4.0000e-001  4.0000e-001  0.0000e+000  7.8085e-002  2.1568e-001
 4.472412e-007  4.0000e-001  4.0000e-001  0.0000e+000  8.2720e-002  2.0388e-001
 4.512412e-007  4.0000e-001  4.0000e-001  0.0000e+000  8.8615e-002  1.8044e-001
 4.552412e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.2210e-002  1.6583e-001
 4.592412e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.3580e-002  1.5536e-001
 4.600000e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.3911e-002  1.5376e-001
 4.605000e-007  2.0000e-001  4.0000e-001  2.0000e-001  9.7543e-002  1.5203e-001
 4.610000e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.2546e-001  8.7901e-002
 4.612500e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.4028e-001  6.8690e-002
 4.613750e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.4840e-001  6.1110e-002
 4.626250e-007  0.0000e+000  4.0000e-001  4.0000e-001  2.6491e-001  1.8672e-002
 4.648260e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6262e-001  1.0172e-002
 4.659265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6447e-001  8.4470e-003
 4.699265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.7073e-001  7.5796e-003
 4.739265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6791e-001  8.0158e-003
 4.779265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6969e-001  7.6655e-003
 4.819265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6833e-001  8.0021e-003
 4.859265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6945e-001  7.6748e-003
 4.899265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6851e-001  7.9870e-003
 4.939265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6931e-001  7.6959e-003
 4.979265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6862e-001  7.9623e-003
 5.000000e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6919e-001  7.7308e-003
 5.005000e-007  0.0000e+000  2.0000e-001  2.0000e-001  3.6653e-001  3.4516e-003
 5.009999e-007  0.0000e+000  0.0000e+000  2.6479e-014  3.6687e-001  6.5793e-003
 5.015000e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6797e-001  8.8314e-003
 5.017500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6825e-001  9.4643e-003
 5.042500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6866e-001  1.0788e-002
 5.082500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6822e-001  9.9887e-003
 5.122500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6854e-001  1.0572e-002
 5.162500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6830e-001  1.0146e-002
 5.202500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6847e-001  1.0457e-002
 5.242500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6835e-001  1.0230e-002
 5.282500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6844e-001  1.0396e-002
 5.322500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6838e-001  1.0275e-002
 5.362500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6842e-001  1.0363e-002
 5.400000e-007  1.0588e-014  0.0000e+000  0.0000e+000  3.6839e-001  1.0299e-002
 5.405000e-007  2.0000e-001  0.0000e+000  0.0000e+000  3.7856e-001  1.5413e-002
 5.410000e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.6529e-001  7.5097e-003
 5.412499e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.4584e-001  5.0866e-003
 5.413749e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.3653e-001  6.3286e-003
 5.426249e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.7987e-001  4.5971e-002
 5.432499e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.6326e-001  6.0578e-002
 5.459108e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.1567e-001  7.8083e-002
 5.472413e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.0388e-001  8.2718e-002
 5.512413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.8044e-001  8.8612e-002
 5.552413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.6583e-001  9.2206e-002
 5.592413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.5535e-001  9.3576e-002
 5.600000e-007  4.0000e-001  0.0000e+000  1.0588e-014  1.5375e-001  9.3906e-002
 5.605000e-007  2.0000e-001  0.0000e+000  2.0000e-001  1.5184e-001  9.7522e-002
 5.610000e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.2127e-002  1.2779e-001
 5.612499e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.1440e-002  1.4640e-001
 5.613749e-007  0.0000e+000  0.0000e+000  4.0000e-001  2.4471e-002  1.5772e-001
 5.626249e-007  0.0000e+000  0.0000e+000  4.0000e-001  2.7087e-003  2.8772e-001
 5.647087e-007  0.0000e+000  0.0000e+000  4.0000e-001  8.6550e-003  3.6647e-001
 5.657506e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.6276e-003  3.6481e-001
 5.697506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.9555e-003  3.7051e-001
 5.737506e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.9599e-003  3.6724e-001
 5.777506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.6129e-003  3.6959e-001
 5.817506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.2710e-003  3.6771e-001
 5.857506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.3534e-003  3.6926e-001
 5.897506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.4856e-003  3.6796e-001
 5.937506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.1782e-003  3.6905e-001
 5.977506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.6288e-003  3.6813e-001
 6.000000e-007  0.0000e+000  1.0588e-014  4.0000e-001  5.0285e-003  3.6886e-001
 6.005000e-007  0.0000e+000  2.0000e-001  2.0000e-001  4.1122e-003  3.6733e-001
 6.007500e-007  0.0000e+000  3.0000e-001  1.0000e-001  6.0800e-003  3.6758e-001
 6.009999e-007  0.0000e+000  4.0000e-001  3.1752e-014  7.5350e-003  3.6761e-001
 6.014751e-007  0.0000e+000  4.0000e-001  0.0000e+000  9.1354e-003  3.6832e-001
 6.017127e-007  0.0000e+000  4.0000e-001  0.0000e+000  9.6018e-003  3.6850e-001
 6.039725e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0647e-002  3.6861e-001
 6.051024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0229e-002  3.6836e-001
 6.091024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0395e-002  3.6844e-001
 6.111024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0290e-002  3.6838e-001
 6.151024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0352e-002  3.6842e-001
 6.191024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0307e-002  3.6839e-001
 6.231024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0340e-002  3.6841e-001
 6.271024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0316e-002  3.6840e-001
 6.311024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0333e-002  3.6841e-001
 6.351024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0321e-002  3.6840e-001
 6.391024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0330e-002  3.6841e-001
 6.400000e-007  1.5882e-014  4.0000e-001  0.0000e+000  1.0325e-002  3.6840e-001
 6.405000e-007  2.0000e-001  4.0000e-001  0.0000e+000  1.5423e-002  3.7856e-001
 6.410000e-007  4.0000e-001  4.0000e-001  0.0000e+000  7.5138e-003  3.6529e-001
 6.412499e-007  4.0000e-001  4.0000e-001  0.0000e+000  5.0892e-003  3.4584e-001
 6.413749e-007  4.0000e-001  4.0000e-001  0.0000e+000  6.3308e-003  3.3653e-001
 6.426249e-007  4.0000e-001  4.0000e-001  0.0000e+000  4.5971e-002  2.7987e-001
 6.432499e-007  4.0000e-001  4.0000e-001  0.0000e+000  6.0580e-002  2.6326e-001
 6.459108e-007  4.0000e-001  4.0000e-001  0.0000e+000  7.8085e-002  2.1568e-001
 6.472412e-007  4.0000e-001  4.0000e-001  0.0000e+000  8.2720e-002  2.0388e-001
 6.512412e-007  4.0000e-001  4.0000e-001  0.0000e+000  8.8615e-002  1.8044e-001
 6.552412e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.2210e-002  1.6583e-001
 6.592412e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.3580e-002  1.5536e-001
 6.600000e-007  4.0000e-001  4.0000e-001  2.6470e-015  9.3911e-002  1.5376e-001
 6.605000e-007  2.0000e-001  4.0000e-001  2.0000e-001  9.7543e-002  1.5203e-001
 6.610000e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.2546e-001  8.7901e-002
 6.612500e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.4028e-001  6.8690e-002
 6.613750e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.4840e-001  6.1110e-002
 6.626250e-007  0.0000e+000  4.0000e-001  4.0000e-001  2.6491e-001  1.8672e-002
 6.648260e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6262e-001  1.0172e-002
 6.659265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6447e-001  8.4470e-003
 6.699265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.7073e-001  7.5796e-003
 6.739265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6791e-001  8.0158e-003
 6.779265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6969e-001  7.6655e-003
 6.819265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6833e-001  8.0021e-003
 6.859265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6945e-001  7.6748e-003
 6.899265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6851e-001  7.9870e-003
 6.939265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6931e-001  7.6959e-003
 6.979265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6862e-001  7.9623e-003
 6.999999e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6919e-001  7.7308e-003
 7.005000e-007  0.0000e+000  2.0000e-001  2.0000e-001  3.6653e-001  3.4516e-003
 7.009999e-007  0.0000e+000  0.0000e+000  3.7081e-014  3.6687e-001  6.5793e-003
 7.015000e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6797e-001  8.8314e-003
 7.017500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6825e-001  9.4643e-003
 7.042500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6866e-001  1.0788e-002
 7.082500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6822e-001  9.9887e-003
 7.122500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6854e-001  1.0572e-002
 7.162500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6830e-001  1.0146e-002
 7.202500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6847e-001  1.0457e-002
 7.242500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6835e-001  1.0230e-002
 7.282500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6844e-001  1.0396e-002
 7.322500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6838e-001  1.0275e-002
 7.362500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6842e-001  1.0363e-002
 7.400000e-007  1.0588e-014  0.0000e+000  0.0000e+000  3.6839e-001  1.0299e-002
 7.405000e-007  2.0000e-001  0.0000e+000  0.0000e+000  3.7856e-001  1.5413e-002
 7.410000e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.6529e-001  7.5097e-003
 7.412499e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.4584e-001  5.0866e-003
 7.413749e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.3653e-001  6.3286e-003
 7.426249e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.7987e-001  4.5971e-002
 7.432499e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.6326e-001  6.0578e-002
 7.459108e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.1567e-001  7.8083e-002
 7.472413e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.0388e-001  8.2718e-002
 7.512413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.8044e-001  8.8612e-002
 7.552413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.6583e-001  9.2206e-002
 7.592413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.5535e-001  9.3576e-002
 7.600000e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.5375e-001  9.3906e-002
 7.605000e-007  2.0000e-001  0.0000e+000  2.0000e-001  1.5184e-001  9.7522e-002
 7.610000e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.2127e-002  1.2779e-001
 7.612499e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.1440e-002  1.4640e-001
 7.613749e-007  0.0000e+000  0.0000e+000  4.0000e-001  2.4471e-002  1.5772e-001
 7.626249e-007  0.0000e+000  0.0000e+000  4.0000e-001  2.7087e-003  2.8772e-001
 7.647087e-007  0.0000e+000  0.0000e+000  4.0000e-001  8.6550e-003  3.6647e-001
 7.657506e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.6276e-003  3.6481e-001
 7.697506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.9555e-003  3.7051e-001
 7.737506e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.9599e-003  3.6724e-001
 7.777506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.6129e-003  3.6959e-001
 7.817506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.2710e-003  3.6771e-001
 7.857506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.3534e-003  3.6926e-001
 7.897506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.4856e-003  3.6796e-001
 7.937506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.1782e-003  3.6905e-001
 7.977506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.6288e-003  3.6813e-001
 7.999999e-007  0.0000e+000  1.0588e-014  4.0000e-001  5.0285e-003  3.6886e-001
 8.005000e-007  0.0000e+000  2.0000e-001  2.0000e-001  4.1122e-003  3.6733e-001
 8.007500e-007  0.0000e+000  3.0000e-001  1.0000e-001  6.0800e-003  3.6758e-001
 8.009999e-007  0.0000e+000  4.0000e-001  4.2355e-014  7.5350e-003  3.6761e-001
 8.014751e-007  0.0000e+000  4.0000e-001  0.0000e+000  9.1354e-003  3.6832e-001
 8.017127e-007  0.0000e+000  4.0000e-001  0.0000e+000  9.6018e-003  3.6850e-001
 8.039725e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0647e-002  3.6861e-001
 8.051024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0229e-002  3.6836e-001
 8.091024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0395e-002  3.6844e-001
 8.111024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0290e-002  3.6838e-001
 8.151024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0352e-002  3.6842e-001
 8.191024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0307e-002  3.6839e-001
 8.231024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0340e-002  3.6841e-001
 8.271024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0316e-002  3.6840e-001
 8.311024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0333e-002  3.6841e-001
 8.351024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0321e-002  3.6840e-001
 8.391024e-007  0.0000e+000  4.0000e-001  0.0000e+000  1.0330e-002  3.6841e-001
 8.400000e-007  1.5882e-014  4.0000e-001  0.0000e+000  1.0325e-002  3.6840e-001
 8.405000e-007  2.0000e-001  4.0000e-001  0.0000e+000  1.5423e-002  3.7856e-001
 8.410000e-007  4.0000e-001  4.0000e-001  0.0000e+000  7.5138e-003  3.6529e-001
 8.412499e-007  4.0000e-001  4.0000e-001  0.0000e+000  5.0892e-003  3.4584e-001
 8.413749e-007  4.0000e-001  4.0000e-001  0.0000e+000  6.3308e-003  3.3653e-001
 8.426249e-007  4.0000e-001  4.0000e-001  0.0000e+000  4.5971e-002  2.7987e-001
 8.432499e-007  4.0000e-001  4.0000e-001  0.0000e+000  6.0580e-002  2.6326e-001
 8.459108e-007  4.0000e-001  4.0000e-001  0.0000e+000  7.8085e-002  2.1568e-001
 8.472412e-007  4.0000e-001  4.0000e-001  0.0000e+000  8.2720e-002  2.0388e-001
 8.512412e-007  4.0000e-001  4.0000e-001  0.0000e+000  8.8615e-002  1.8044e-001
 8.552412e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.2210e-002  1.6583e-001
 8.592412e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.3580e-002  1.5536e-001
 8.600000e-007  4.0000e-001  4.0000e-001  0.0000e+000  9.3911e-002  1.5376e-001
 8.605000e-007  2.0000e-001  4.0000e-001  2.0000e-001  9.7543e-002  1.5203e-001
 8.610000e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.2546e-001  8.7901e-002
 8.612500e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.4028e-001  6.8690e-002
 8.613750e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.4840e-001  6.1110e-002
 8.626250e-007  0.0000e+000  4.0000e-001  4.0000e-001  2.6491e-001  1.8672e-002
 8.648260e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6262e-001  1.0172e-002
 8.659265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6447e-001  8.4470e-003
 8.699265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.7073e-001  7.5796e-003
 8.739265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6791e-001  8.0158e-003
 8.779265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6969e-001  7.6655e-003
 8.819265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6833e-001  8.0021e-003
 8.859265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6945e-001  7.6748e-003
 8.899265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6851e-001  7.9870e-003
 8.939265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6931e-001  7.6959e-003
 8.979265e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6862e-001  7.9623e-003
 9.000000e-007  0.0000e+000  4.0000e-001  4.0000e-001  3.6919e-001  7.7308e-003
 9.005000e-007  0.0000e+000  2.0000e-001  2.0000e-001  3.6653e-001  3.4516e-003
 9.009999e-007  0.0000e+000  0.0000e+000  4.7629e-014  3.6687e-001  6.5793e-003
 9.015000e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6797e-001  8.8314e-003
 9.017500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6825e-001  9.4643e-003
 9.042500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6866e-001  1.0788e-002
 9.082500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6822e-001  9.9887e-003
 9.122500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6854e-001  1.0572e-002
 9.162500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6830e-001  1.0146e-002
 9.202500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6847e-001  1.0457e-002
 9.242500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6835e-001  1.0230e-002
 9.282500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6844e-001  1.0396e-002
 9.322500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6838e-001  1.0275e-002
 9.362500e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.6842e-001  1.0363e-002
 9.400000e-007  1.0588e-014  0.0000e+000  0.0000e+000  3.6839e-001  1.0299e-002
 9.405000e-007  2.0000e-001  0.0000e+000  0.0000e+000  3.7856e-001  1.5413e-002
 9.410000e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.6529e-001  7.5097e-003
 9.412499e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.4584e-001  5.0866e-003
 9.413749e-007  4.0000e-001  0.0000e+000  0.0000e+000  3.3653e-001  6.3286e-003
 9.426249e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.7987e-001  4.5971e-002
 9.432499e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.6326e-001  6.0578e-002
 9.459108e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.1567e-001  7.8083e-002
 9.472413e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.0388e-001  8.2718e-002
 9.512413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.8044e-001  8.8612e-002
 9.552413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.6583e-001  9.2206e-002
 9.592413e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.5535e-001  9.3576e-002
 9.600000e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.5375e-001  9.3906e-002
 9.605000e-007  2.0000e-001  0.0000e+000  2.0000e-001  1.5184e-001  9.7522e-002
 9.610000e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.2127e-002  1.2779e-001
 9.612500e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.1440e-002  1.4640e-001
 9.613750e-007  0.0000e+000  0.0000e+000  4.0000e-001  2.4471e-002  1.5772e-001
 9.626250e-007  0.0000e+000  0.0000e+000  4.0000e-001  2.7087e-003  2.8772e-001
 9.647087e-007  0.0000e+000  0.0000e+000  4.0000e-001  8.6550e-003  3.6647e-001
 9.657506e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.6276e-003  3.6481e-001
 9.697506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.9555e-003  3.7051e-001
 9.737506e-007  0.0000e+000  0.0000e+000  4.0000e-001  3.9599e-003  3.6724e-001
 9.777506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.6129e-003  3.6959e-001
 9.817506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.2710e-003  3.6771e-001
 9.857506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.3534e-003  3.6926e-001
 9.897506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.4856e-003  3.6796e-001
 9.937506e-007  0.0000e+000  0.0000e+000  4.0000e-001  5.1782e-003  3.6905e-001
 9.977506e-007  0.0000e+000  0.0000e+000  4.0000e-001  4.6288e-003  3.6813e-001
 1.000000e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.0285e-003  3.6886e-001
 1.000500e-006  0.0000e+000  2.0000e-001  2.0000e-001  4.1122e-003  3.6733e-001
 1.000750e-006  0.0000e+000  3.0000e-001  1.0000e-001  6.0800e-003  3.6758e-001
 1.001000e-006  0.0000e+000  4.0000e-001  5.2958e-014  7.5350e-003  3.6761e-001
 1.001475e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.1354e-003  3.6832e-001
 1.001712e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.6018e-003  3.6850e-001
 1.003972e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0647e-002  3.6861e-001
 1.005102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0229e-002  3.6836e-001
 1.009102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0395e-002  3.6844e-001
 1.011102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0290e-002  3.6838e-001
 1.015102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0352e-002  3.6842e-001
 1.019102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0307e-002  3.6839e-001
 1.023102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0340e-002  3.6841e-001
 1.027102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0316e-002  3.6840e-001
 1.031102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0333e-002  3.6841e-001
 1.035102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0321e-002  3.6840e-001
 1.039102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0330e-002  3.6841e-001
 1.040000e-006  1.5882e-014  4.0000e-001  0.0000e+000  1.0325e-002  3.6840e-001
