* T-Spice 13.00 Simulation	Fri Sep 06 19:27:02 2019	C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T_8BIT.sp
* Command line: tspice -o C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T_8BIT.out C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T_8BIT.sp 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 4
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 64                MOSFET geometries - 4       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 10                  Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 17      
*   Independent nodes - 280                  Boundary nodes - 11      
*         Total nodes - 291     


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   2e-006   3e-006
TRANSIENT ANALYSIS
Time<s>           v(WL)<V>   v(BL_1)<V>   v(BL_2)<V>    v(Q_1)<V>    v(Q_2)<V>   v(QB_1)<V>   v(QB_2)<V>
 5.400000e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.3397e-003  5.3070e-003  3.8862e-001  3.8861e-001
 5.410000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3096e-003  3.6232e-002  3.8861e-001  3.7790e-001
 5.415000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3062e-003  4.7041e-002  3.8860e-001  3.5406e-001
 5.417500e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3056e-003  5.3320e-002  3.8860e-001  3.4020e-001
 5.442500e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3049e-003  1.9539e-001  3.8860e-001  9.1506e-002
 5.455000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3053e-003  3.4112e-001  3.8860e-001  2.2964e-002
 5.461250e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.7828e-001  3.8860e-001  1.3943e-002
 5.480735e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3052e-003  3.9099e-001  3.8860e-001  6.0544e-003
 5.584626e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.8676e-001  3.8860e-001  9.7607e-003
 5.599999e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3052e-003  3.8872e-001  3.8860e-001  7.2879e-003
 5.753736e-007  0.0000e+000  4.0000e-001  4.0000e-001  9.6701e-003  3.8816e-001  3.8818e-001  9.7179e-003
 5.830604e-007  0.0000e+000  4.0000e-001  4.0000e-001  9.9812e-003  3.8822e-001  3.8821e-001  9.9785e-003
 6.000000e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.0008e-002  3.8821e-001  3.8820e-001  9.9992e-003
 6.014841e-007  4.0000e-001  4.0000e-001  4.0000e-001  5.5270e-002  3.8935e-001  3.3288e-001  9.9460e-003
 6.022261e-007  4.0000e-001  4.0000e-001  4.0000e-001  7.7517e-002  3.8868e-001  2.8799e-001  8.4857e-003
 6.025972e-007  4.0000e-001  4.0000e-001  4.0000e-001  8.9339e-002  3.8854e-001  2.6068e-001  8.0704e-003
 6.034737e-007  4.0000e-001  4.0000e-001  4.0000e-001  1.1847e-001  3.8863e-001  1.7140e-001  7.9793e-003
 6.052369e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.0201e-001  3.8866e-001  4.1223e-002  7.9924e-003
 6.077105e-007  4.0000e-001  4.0000e-001  4.0000e-001  4.0219e-001  3.8865e-001  6.2295e-003  7.9805e-003
 6.089472e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8647e-001  3.8865e-001  7.0295e-003  7.9893e-003
 6.148757e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.9035e-001  3.8865e-001  8.8761e-003  7.9828e-003
 6.178400e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8759e-001  3.8865e-001  7.2183e-003  7.9884e-003
 6.200000e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8925e-001  3.8865e-001  8.5564e-003  7.9839e-003
 6.209999e-007  4.0000e-001  4.0000e-001  2.1205e-014  3.8878e-001  2.3045e-001  8.0711e-003  5.8784e-002
 6.215000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8870e-001  1.1809e-001  8.0073e-003  9.2728e-002
 6.217500e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8868e-001  7.9540e-002  7.9938e-003  1.1606e-001
 6.242500e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8864e-001 -1.2040e-003  7.9785e-003  3.7146e-001
 6.255000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8866e-001  1.0361e-002  7.9905e-003  3.9353e-001
 6.261250e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.1469e-003  7.9849e-003  3.8769e-001
 6.280734e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.9123e-003  7.9865e-003  3.8948e-001
 6.384616e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.7987e-003  7.9853e-003  3.8777e-001
 6.400000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.3496e-003  7.9862e-003  3.8925e-001
 6.410000e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8713e-001  6.4101e-003  6.9368e-003  3.8747e-001
 6.414999e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8810e-001  8.6799e-003  8.9215e-003  3.8833e-001
 6.451966e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8824e-001  9.8741e-003  9.9083e-003  3.8828e-001
 6.799999e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8817e-001  1.0099e-002  1.0078e-002  3.8815e-001
 6.814714e-007  4.0000e-001  0.0000e+000  0.0000e+000  8.8553e-002  6.7574e-003  1.1845e-001  3.8895e-001
 6.822072e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.9808e-002  5.5584e-003  2.7111e-001  3.8853e-001
 6.825751e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.3402e-002  5.2941e-003  3.3745e-001  3.8849e-001
 6.834335e-007  4.0000e-001  0.0000e+000  0.0000e+000  6.7274e-003  5.3221e-003  3.8568e-001  3.8861e-001
 6.851841e-007  4.0000e-001  0.0000e+000  0.0000e+000  4.6020e-003  5.2935e-003  3.8918e-001  3.8860e-001
 6.876571e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.8043e-003  5.3143e-003  3.8848e-001  3.8861e-001
 6.888935e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.0313e-003  5.2994e-003  3.8848e-001  3.8860e-001
 6.949582e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.5539e-003  5.3104e-003  3.8873e-001  3.8861e-001
 6.979906e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.1002e-003  5.3008e-003  3.8849e-001  3.8860e-001
 7.000000e-007  4.0000e-001  0.0000e+000  2.1176e-014  5.4594e-003  5.3085e-003  3.8870e-001  3.8861e-001
 7.010000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3241e-003  3.6233e-002  3.8862e-001  3.7790e-001
 7.015000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3093e-003  4.7041e-002  3.8861e-001  3.5406e-001
 7.017500e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3067e-003  5.3320e-002  3.8861e-001  3.4020e-001
 7.042499e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3040e-003  1.9539e-001  3.8860e-001  9.1506e-002
 7.054999e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3059e-003  3.4112e-001  3.8861e-001  2.2964e-002
 7.061249e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3049e-003  3.7828e-001  3.8860e-001  1.3943e-002
 7.080734e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3054e-003  3.9099e-001  3.8860e-001  6.0545e-003
 7.184616e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3050e-003  3.8676e-001  3.8860e-001  9.7606e-003
 7.200000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3053e-003  3.8872e-001  3.8860e-001  7.2875e-003
 7.209999e-007  1.0603e-014  4.0000e-001  4.0000e-001  6.1771e-003  3.8722e-001  3.8738e-001  6.7371e-003
 7.215000e-007  0.0000e+000  4.0000e-001  4.0000e-001  8.6016e-003  3.8817e-001  3.8832e-001  8.8318e-003
 7.251966e-007  0.0000e+000  4.0000e-001  4.0000e-001  9.8733e-003  3.8826e-001  3.8828e-001  9.8929e-003
 7.600000e-007  1.0588e-014  4.0000e-001  4.0000e-001  1.0112e-002  3.8817e-001  3.8814e-001  1.0081e-002
 7.610000e-007  4.0000e-001  4.0000e-001  4.0000e-001  4.6649e-002  3.8967e-001  3.4711e-001  1.0724e-002
 7.615000e-007  4.0000e-001  4.0000e-001  4.0000e-001  6.1305e-002  3.8877e-001  3.2148e-001  8.9015e-003
 7.635092e-007  4.0000e-001  4.0000e-001  4.0000e-001  2.9914e-001  3.8861e-001  6.0369e-002  8.0954e-003
 7.645138e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.7277e-001  3.8862e-001  1.5648e-002  7.9587e-003
 7.650161e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8281e-001  3.8865e-001  1.0628e-002  7.9885e-003
 7.663605e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8917e-001  3.8865e-001  7.5695e-003  7.9848e-003
 7.714422e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8834e-001  3.8865e-001  8.3125e-003  7.9868e-003
 7.739831e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8874e-001  3.8865e-001  7.7725e-003  7.9853e-003
 7.800000e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8861e-001  3.8865e-001  8.1735e-003  7.9864e-003
 7.810000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8862e-001  2.3045e-001  8.0107e-003  5.8785e-002
 7.815000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8863e-001  1.1809e-001  7.9953e-003  9.2729e-002
 7.817500e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8864e-001  7.9539e-002  7.9918e-003  1.1606e-001
 7.842499e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8866e-001 -1.2041e-003  7.9834e-003  3.7146e-001
 7.854999e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  1.0361e-002  7.9863e-003  3.9353e-001
 7.861249e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.1469e-003  7.9858e-003  3.8769e-001
 7.880735e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.9123e-003  7.9860e-003  3.8948e-001
 7.984626e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.7987e-003  7.9858e-003  3.8777e-001
 7.999999e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.3494e-003  7.9860e-003  3.8925e-001
 8.153736e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8814e-001  9.6860e-003  9.7419e-003  3.8819e-001
 8.230604e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8821e-001  9.9762e-003  9.9855e-003  3.8822e-001
 8.400000e-007  7.9409e-015  0.0000e+000  0.0000e+000  3.8820e-001  1.0001e-002  1.0004e-002  3.8821e-001
 8.410000e-007  4.0000e-001  0.0000e+000  0.0000e+000  2.2181e-001  7.3394e-003  6.5200e-002  3.8918e-001
 8.414999e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.0981e-001  5.7781e-003  9.9638e-002  3.8855e-001
 8.435077e-007  4.0000e-001  0.0000e+000  0.0000e+000  1.5415e-002  5.3441e-003  3.4462e-001  3.8856e-001
 8.445116e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.1358e-003  5.2902e-003  3.8793e-001  3.8860e-001
 8.450135e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.4167e-003  5.3095e-003  3.8849e-001  3.8861e-001
 8.463495e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.2492e-003  5.3023e-003  3.8860e-001  3.8860e-001
 8.513682e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.3542e-003  5.3077e-003  3.8862e-001  3.8861e-001
 8.538776e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.2670e-003  5.3031e-003  3.8859e-001  3.8860e-001
 8.600000e-007  4.0000e-001  0.0000e+000  0.0000e+000  5.3397e-003  5.3070e-003  3.8862e-001  3.8861e-001
 8.610000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3096e-003  3.6232e-002  3.8861e-001  3.7790e-001
 8.615000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3062e-003  4.7041e-002  3.8860e-001  3.5406e-001
 8.617500e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3056e-003  5.3320e-002  3.8860e-001  3.4020e-001
 8.642500e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3049e-003  1.9539e-001  3.8860e-001  9.1506e-002
 8.655000e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3053e-003  3.4112e-001  3.8860e-001  2.2964e-002
 8.661250e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.7828e-001  3.8860e-001  1.3943e-002
 8.680735e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3052e-003  3.9099e-001  3.8860e-001  6.0544e-003
 8.784626e-007  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.8676e-001  3.8860e-001  9.7607e-003
 8.800000e-007  4.0000e-001  2.1176e-014  4.0000e-001  5.3052e-003  3.8872e-001  3.8860e-001  7.2879e-003
 8.810000e-007  0.0000e+000  4.0000e-001  4.0000e-001  6.1771e-003  3.8722e-001  3.8738e-001  6.7373e-003
 8.815000e-007  0.0000e+000  4.0000e-001  4.0000e-001  8.6016e-003  3.8817e-001  3.8832e-001  8.8319e-003
 8.851966e-007  0.0000e+000  4.0000e-001  4.0000e-001  9.8733e-003  3.8826e-001  3.8828e-001  9.8929e-003
 9.200000e-007  0.0000e+000  4.0000e-001  4.0000e-001  1.0112e-002  3.8817e-001  3.8814e-001  1.0081e-002
 9.214714e-007  4.0000e-001  4.0000e-001  4.0000e-001  5.5114e-002  3.8934e-001  3.3314e-001  9.9724e-003
 9.222072e-007  4.0000e-001  4.0000e-001  4.0000e-001  7.7135e-002  3.8868e-001  2.8895e-001  8.4966e-003
 9.225750e-007  4.0000e-001  4.0000e-001  4.0000e-001  8.8840e-002  3.8853e-001  2.6211e-001  8.0752e-003
 9.234335e-007  4.0000e-001  4.0000e-001  4.0000e-001  1.1708e-001  3.8863e-001  1.7525e-001  7.9797e-003
 9.251842e-007  4.0000e-001  4.0000e-001  4.0000e-001  2.9813e-001  3.8866e-001  4.3242e-002  7.9925e-003
 9.276572e-007  4.0000e-001  4.0000e-001  4.0000e-001  4.0164e-001  3.8865e-001  6.2425e-003  7.9804e-003
 9.288936e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8663e-001  3.8865e-001  7.0923e-003  7.9893e-003
 9.349581e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.9024e-001  3.8865e-001  8.8172e-003  7.9828e-003
 9.379903e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8765e-001  3.8865e-001  7.2702e-003  7.9885e-003
 9.400000e-007  4.0000e-001  4.0000e-001  4.0000e-001  3.8919e-001  3.8865e-001  8.5024e-003  7.9839e-003
 9.410000e-007  4.0000e-001  4.0000e-001  2.1205e-014  3.8876e-001  2.3045e-001  8.0650e-003  5.8784e-002
 9.415000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8869e-001  1.1809e-001  8.0062e-003  9.2728e-002
 9.417500e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8867e-001  7.9540e-002  7.9936e-003  1.1606e-001
 9.442500e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8864e-001 -1.2040e-003  7.9789e-003  3.7146e-001
 9.455000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8866e-001  1.0361e-002  7.9901e-003  3.9353e-001
 9.461250e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.1469e-003  7.9850e-003  3.8769e-001
 9.480734e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.9123e-003  7.9864e-003  3.8948e-001
 9.584616e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.7987e-003  7.9854e-003  3.8777e-001
 9.600000e-007  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.3496e-003  7.9862e-003  3.8925e-001
 9.610000e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8713e-001  6.4101e-003  6.9368e-003  3.8747e-001
 9.615000e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8810e-001  8.6799e-003  8.9215e-003  3.8833e-001
 9.651966e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.8824e-001  9.8741e-003  9.9083e-003  3.8828e-001
 1.000000e-006  2.9117e-014  0.0000e+000  0.0000e+000  3.8817e-001  1.0099e-002  1.0078e-002  3.8815e-001
 1.001000e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.2160e-001  7.3543e-003  6.5256e-002  3.8915e-001
 1.001500e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.0966e-001  5.7833e-003  9.9724e-002  3.8853e-001
 1.003508e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.5397e-002  5.3449e-003  3.4467e-001  3.8856e-001
 1.004513e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.1354e-003  5.2901e-003  3.8795e-001  3.8860e-001
 1.005015e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.4152e-003  5.3095e-003  3.8849e-001  3.8861e-001
 1.006358e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.2495e-003  5.3023e-003  3.8860e-001  3.8860e-001
 1.011430e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.3540e-003  5.3077e-003  3.8862e-001  3.8861e-001
 1.013965e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.2671e-003  5.3031e-003  3.8859e-001  3.8860e-001
 1.020000e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.3396e-003  5.3070e-003  3.8862e-001  3.8861e-001
 1.020271e-006  4.0000e-001  0.0000e+000  1.0862e-001  5.3172e-003  2.3131e-002  3.8861e-001  3.9348e-001
 1.021000e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3072e-003  3.7793e-002  3.8860e-001  3.8442e-001
 1.021364e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3058e-003  4.3406e-002  3.8860e-001  3.6598e-001
 1.021546e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3055e-003  4.7088e-002  3.8860e-001  3.5484e-001
 1.023367e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3050e-003  1.0638e-001  3.8860e-001  1.7696e-001
 1.024278e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3052e-003  1.6294e-001  3.8860e-001  9.4684e-002
 1.024733e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  2.2141e-001  3.8860e-001  6.3203e-002
 1.025865e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3052e-003  3.5871e-001  3.8860e-001  1.9060e-002
 1.027700e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.9492e-001  3.8860e-001  6.7936e-003
 1.028618e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3052e-003  3.8880e-001  3.8860e-001  7.3742e-003
 1.035672e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.8860e-001  3.8860e-001  8.5102e-003
 1.040000e-006  4.0000e-001  4.2352e-014  4.0000e-001  5.3052e-003  3.8862e-001  3.8860e-001  7.5473e-003
 1.041000e-006  1.0603e-014  4.0000e-001  4.0000e-001  6.1771e-003  3.8716e-001  3.8738e-001  6.8158e-003
 1.041500e-006  0.0000e+000  4.0000e-001  4.0000e-001  8.6016e-003  3.8814e-001  3.8832e-001  8.8681e-003
 1.045196e-006  0.0000e+000  4.0000e-001  4.0000e-001  9.8733e-003  3.8825e-001  3.8828e-001  9.8973e-003
 1.080000e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.0112e-002  3.8818e-001  3.8814e-001  1.0077e-002
 1.081000e-006  4.0000e-001  4.0000e-001  4.0000e-001  4.6649e-002  3.8967e-001  3.4711e-001  1.0723e-002
 1.081500e-006  4.0000e-001  4.0000e-001  4.0000e-001  6.1305e-002  3.8877e-001  3.2148e-001  8.9011e-003
 1.083509e-006  4.0000e-001  4.0000e-001  4.0000e-001  2.9912e-001  3.8861e-001  6.0379e-002  8.0953e-003
 1.084513e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.7276e-001  3.8862e-001  1.5652e-002  7.9587e-003
 1.085015e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8281e-001  3.8865e-001  1.0630e-002  7.9885e-003
 1.086359e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8917e-001  3.8865e-001  7.5697e-003  7.9848e-003
 1.091437e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8834e-001  3.8865e-001  8.3123e-003  7.9868e-003
 1.093976e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8873e-001  3.8865e-001  7.7726e-003  7.9853e-003
 1.100000e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8861e-001  3.8865e-001  8.1734e-003  7.9864e-003
 1.101000e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8862e-001  2.3045e-001  8.0106e-003  5.8785e-002
 1.101500e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8863e-001  1.1809e-001  7.9953e-003  9.2729e-002
 1.101750e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8864e-001  7.9539e-002  7.9918e-003  1.1606e-001
 1.104250e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8866e-001 -1.2041e-003  7.9834e-003  3.7146e-001
 1.105500e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  1.0361e-002  7.9863e-003  3.9353e-001
 1.106125e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.1469e-003  7.9858e-003  3.8769e-001
 1.108073e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.9123e-003  7.9860e-003  3.8948e-001
 1.118462e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  3.7987e-003  7.9858e-003  3.8777e-001
 1.120000e-006  4.0000e-001  4.0000e-001  0.0000e+000  3.8865e-001  6.3494e-003  7.9860e-003  3.8925e-001
 1.135373e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.8814e-001  9.6860e-003  9.7419e-003  3.8819e-001
 1.143060e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.8821e-001  9.9762e-003  9.9855e-003  3.8822e-001
 1.160000e-006  7.9409e-015  0.0000e+000  0.0000e+000  3.8820e-001  1.0001e-002  1.0004e-002  3.8821e-001
 1.161000e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.2181e-001  7.3394e-003  6.5200e-002  3.8918e-001
 1.161500e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.0981e-001  5.7781e-003  9.9638e-002  3.8855e-001
 1.163507e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.5415e-002  5.3441e-003  3.4462e-001  3.8856e-001
 1.164511e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.1358e-003  5.2902e-003  3.8793e-001  3.8860e-001
 1.165013e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.4167e-003  5.3095e-003  3.8849e-001  3.8861e-001
 1.166349e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.2492e-003  5.3023e-003  3.8860e-001  3.8860e-001
 1.171368e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.3542e-003  5.3077e-003  3.8862e-001  3.8861e-001
 1.173877e-006  4.0000e-001  0.0000e+000  0.0000e+000  5.2670e-003  5.3031e-003  3.8859e-001  3.8860e-001
 1.180000e-006  4.0000e-001  0.0000e+000  4.2352e-014  5.3397e-003  5.3070e-003  3.8862e-001  3.8861e-001
 1.181000e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3096e-003  3.6232e-002  3.8861e-001  3.7790e-001
 1.181500e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3062e-003  4.7041e-002  3.8860e-001  3.5406e-001
 1.181750e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3056e-003  5.3320e-002  3.8860e-001  3.4020e-001
 1.184250e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3049e-003  1.9539e-001  3.8860e-001  9.1506e-002
 1.185500e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3053e-003  3.4112e-001  3.8860e-001  2.2964e-002
 1.186125e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.7828e-001  3.8860e-001  1.3943e-002
 1.188073e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3052e-003  3.9099e-001  3.8860e-001  6.0544e-003
 1.198462e-006  4.0000e-001  0.0000e+000  4.0000e-001  5.3051e-003  3.8676e-001  3.8860e-001  9.7607e-003
 1.200000e-006  4.0000e-001  2.1176e-014  4.0000e-001  5.3052e-003  3.8872e-001  3.8860e-001  7.2879e-003
 1.201000e-006  3.1752e-014  4.0000e-001  4.0000e-001  6.1771e-003  3.8722e-001  3.8738e-001  6.7373e-003
 1.201500e-006  0.0000e+000  4.0000e-001  4.0000e-001  8.6016e-003  3.8817e-001  3.8832e-001  8.8319e-003
 1.205196e-006  0.0000e+000  4.0000e-001  4.0000e-001  9.8733e-003  3.8826e-001  3.8828e-001  9.8929e-003
 1.240000e-006  3.1764e-014  4.0000e-001  4.0000e-001  1.0112e-002  3.8817e-001  3.8814e-001  1.0081e-002
 1.241000e-006  4.0000e-001  4.0000e-001  4.0000e-001  4.6649e-002  3.8967e-001  3.4711e-001  1.0724e-002
 1.241500e-006  4.0000e-001  4.0000e-001  4.0000e-001  6.1305e-002  3.8877e-001  3.2148e-001  8.9015e-003
 1.243509e-006  4.0000e-001  4.0000e-001  4.0000e-001  2.9914e-001  3.8861e-001  6.0369e-002  8.0954e-003
 1.244513e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.7277e-001  3.8862e-001  1.5648e-002  7.9587e-003
 1.245016e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8281e-001  3.8865e-001  1.0628e-002  7.9885e-003
 1.246360e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8917e-001  3.8865e-001  7.5695e-003  7.9848e-003
 1.251442e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8834e-001  3.8865e-001  8.3125e-003  7.9868e-003
 1.253983e-006  4.0000e-001  4.0000e-001  4.0000e-001  3.8874e-001  3.8865e-001  7.7725e-003  7.9853e-003
