* T-Spice 13.00 Simulation	Fri Sep 06 19:03:46 2019	C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T.sp
* Command line: tspice -o C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T.out C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T.sp 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 4
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 8                 MOSFET geometries - 4       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 2       
*   Independent nodes - 35                   Boundary nodes - 4       
*         Total nodes - 39      


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   2e-009   3e-006
TRANSIENT ANALYSIS
Time<s>           v(WL)<V>     v(BL)<V>     v(QB)<V>      v(Q)<V>
 1.181250e-006  4.0000e-001  4.0000e-001  3.4855e-001  4.4761e-002
 1.183750e-006  4.0000e-001  4.0000e-001  4.6463e-002  3.2387e-001
 1.185000e-006  4.0000e-001  4.0000e-001  9.5046e-003  3.8507e-001
 1.185625e-006  4.0000e-001  4.0000e-001  8.5264e-003  3.8773e-001
 1.189625e-006  4.0000e-001  4.0000e-001  7.6117e-003  3.8915e-001
 1.193625e-006  4.0000e-001  4.0000e-001  8.2702e-003  3.8839e-001
 1.197625e-006  4.0000e-001  4.0000e-001  7.7585e-003  3.8877e-001
 1.200000e-006  4.0000e-001  4.0000e-001  8.1562e-003  3.8865e-001
 1.200500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.201000e-006  6.3560e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.201500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.201750e-006  0.0000e+000  0.0000e+000  9.4685e-003  3.8831e-001
 1.204250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.208250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.212250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.216250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.220000e-006  0.0000e+000  0.0000e+000  1.0088e-002  3.8826e-001
 1.220500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.221000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.221250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.223481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.224596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.225154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.229154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.233154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.237154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.240000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.240500e-006  2.0000e-001  2.0000e-001  3.8776e-001  5.0983e-003
 1.240750e-006  1.0000e-001  3.0000e-001  3.8795e-001  6.8320e-003
 1.241000e-006  4.7629e-014  4.0000e-001  3.8787e-001  8.0583e-003
 1.241475e-006  0.0000e+000  4.0000e-001  3.8830e-001  9.2594e-003
 1.241712e-006  0.0000e+000  4.0000e-001  3.8835e-001  9.5741e-003
 1.243972e-006  0.0000e+000  4.0000e-001  3.8822e-001  1.0205e-002
 1.245102e-006  0.0000e+000  4.0000e-001  3.8815e-001  9.9337e-003
 1.249102e-006  0.0000e+000  4.0000e-001  3.8825e-001  1.0045e-002
 1.251102e-006  0.0000e+000  4.0000e-001  3.8818e-001  9.9628e-003
 1.255102e-006  0.0000e+000  4.0000e-001  3.8823e-001  1.0022e-002
 1.259102e-006  0.0000e+000  4.0000e-001  3.8819e-001  9.9741e-003
 1.260000e-006  1.3235e-014  4.0000e-001  3.8821e-001  1.0003e-002
 1.260500e-006  2.0000e-001  4.0000e-001  3.8874e-001  1.1047e-002
 1.261000e-006  4.0000e-001  4.0000e-001  3.6341e-001  3.6277e-002
 1.261250e-006  4.0000e-001  4.0000e-001  3.4845e-001  4.4788e-002
 1.263750e-006  4.0000e-001  4.0000e-001  4.6436e-002  3.2391e-001
 1.264999e-006  4.0000e-001  4.0000e-001  9.5009e-003  3.8508e-001
 1.265624e-006  4.0000e-001  4.0000e-001  8.5255e-003  3.8773e-001
 1.269624e-006  4.0000e-001  4.0000e-001  7.6121e-003  3.8915e-001
 1.273624e-006  4.0000e-001  4.0000e-001  8.2699e-003  3.8839e-001
 1.277625e-006  4.0000e-001  4.0000e-001  7.7587e-003  3.8877e-001
 1.280000e-006  4.0000e-001  4.0000e-001  8.1561e-003  3.8865e-001
 1.280500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.281000e-006  3.1752e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.281500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.281750e-006  0.0000e+000  0.0000e+000  9.4684e-003  3.8831e-001
 1.284250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.288250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.292250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.296250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.300000e-006  2.6470e-014  0.0000e+000  1.0088e-002  3.8826e-001
 1.300500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.301000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.301250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.303481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.304596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.305154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.309154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.313154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.317154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.320000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.320500e-006  2.0000e-001  0.0000e+000  3.8764e-001  4.5713e-003
 1.321000e-006  2.1205e-014  0.0000e+000  3.8770e-001  7.2520e-003
 1.321500e-006  0.0000e+000  0.0000e+000  3.8833e-001  8.9827e-003
 1.325500e-006  0.0000e+000  0.0000e+000  3.8827e-001  9.9000e-003
 1.329500e-006  0.0000e+000  0.0000e+000  3.8819e-001  1.0043e-002
 1.333500e-006  0.0000e+000  0.0000e+000  3.8822e-001  9.9524e-003
 1.337500e-006  0.0000e+000  0.0000e+000  3.8821e-001  1.0014e-002
 1.340000e-006  0.0000e+000  3.1764e-014  3.8821e-001  9.9742e-003
 1.340500e-006  0.0000e+000  2.0000e-001  3.8821e-001  9.9872e-003
 1.341000e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9916e-003
 1.341250e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9926e-003
 1.3413749e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9929e-003
 1.342624e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9946e-003
 1.343249e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9953e-003
 1.346450e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.348051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.352051e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.356051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.360051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.364051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.368051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.372051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.376051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.380000e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.380500e-006  2.0000e-001  4.0000e-001  3.8875e-001  1.1046e-002
 1.381000e-006  4.0000e-001  4.0000e-001  3.6351e-001  3.6264e-002
 1.381250e-006  4.0000e-001  4.0000e-001  3.4855e-001  4.4761e-002
 1.383750e-006  4.0000e-001  4.0000e-001  4.6463e-002  3.2387e-001
 1.385000e-006  4.0000e-001  4.0000e-001  9.5046e-003  3.8507e-001
 1.385625e-006  4.0000e-001  4.0000e-001  8.5264e-003  3.8773e-001
 1.389625e-006  4.0000e-001  4.0000e-001  7.6117e-003  3.8915e-001
 1.393625e-006  4.0000e-001  4.0000e-001  8.2702e-003  3.8839e-001
 1.397625e-006  4.0000e-001  4.0000e-001  7.7585e-003  3.8877e-001
 1.400000e-006  4.0000e-001  4.0000e-001  8.1562e-003  3.8865e-001
 1.400500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.401000e-006  7.4107e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.401500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.401750e-006  0.0000e+000  0.0000e+000  9.4685e-003  3.8831e-001
 1.404250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.408250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.412250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.416250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.420000e-006  0.0000e+000  0.0000e+000  1.0088e-002  3.8826e-001
 1.420500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.421000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.421250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.423481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.424596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.425154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.429154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.433154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.437154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.440000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.440500e-006  2.0000e-001  2.0000e-001  3.8776e-001  5.0983e-003
 1.440750e-006  1.0000e-001  3.0000e-001  3.8795e-001  6.8320e-003
 1.441000e-006  5.8231e-014  4.0000e-001  3.8787e-001  8.0583e-003
 1.441475e-006  0.0000e+000  4.0000e-001  3.8830e-001  9.2594e-003
 1.441712e-006  0.0000e+000  4.0000e-001  3.8835e-001  9.5741e-003
 1.443972e-006  0.0000e+000  4.0000e-001  3.8822e-001  1.0205e-002
 1.445102e-006  0.0000e+000  4.0000e-001  3.8815e-001  9.9337e-003
 1.449102e-006  0.0000e+000  4.0000e-001  3.8825e-001  1.0045e-002
 1.451102e-006  0.0000e+000  4.0000e-001  3.8818e-001  9.9628e-003
 1.455102e-006  0.0000e+000  4.0000e-001  3.8823e-001  1.0022e-002
 1.459102e-006  0.0000e+000  4.0000e-001  3.8819e-001  9.9741e-003
 1.460000e-006  2.6470e-015  4.0000e-001  3.8821e-001  1.0003e-002
 1.460500e-006  2.0000e-001  4.0000e-001  3.8874e-001  1.1047e-002
 1.461000e-006  4.0000e-001  4.0000e-001  3.6341e-001  3.6277e-002
 1.461250e-006  4.0000e-001  4.0000e-001  3.4845e-001  4.4788e-002
 1.463750e-006  4.0000e-001  4.0000e-001  4.6436e-002  3.2391e-001
 1.465000e-006  4.0000e-001  4.0000e-001  9.5009e-003  3.8508e-001
 1.465624e-006  4.0000e-001  4.0000e-001  8.5255e-003  3.8773e-001
 1.469625e-006  4.0000e-001  4.0000e-001  7.6121e-003  3.8915e-001
 1.473625e-006  4.0000e-001  4.0000e-001  8.2699e-003  3.8839e-001
 1.477625e-006  4.0000e-001  4.0000e-001  7.7587e-003  3.8877e-001
 1.480000e-006  4.0000e-001  4.0000e-001  8.1561e-003  3.8865e-001
 1.480500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.481000e-006  4.2355e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.481500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.481750e-006  0.0000e+000  0.0000e+000  9.4684e-003  3.8831e-001
 1.484250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.488250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.492250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.496250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.500000e-006  1.5882e-014  0.0000e+000  1.0088e-002  3.8826e-001
 1.500500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.501000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.501250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.503481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.504596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.505154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.509154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.513154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.517154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.520000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.520500e-006  2.0000e-001  0.0000e+000  3.8764e-001  4.5713e-003
 1.521000e-006  3.1752e-014  0.0000e+000  3.8770e-001  7.2520e-003
 1.521500e-006  0.0000e+000  0.0000e+000  3.8833e-001  8.9827e-003
 1.525500e-006  0.0000e+000  0.0000e+000  3.8827e-001  9.9000e-003
 1.529500e-006  0.0000e+000  0.0000e+000  3.8819e-001  1.0043e-002
 1.533500e-006  0.0000e+000  0.0000e+000  3.8822e-001  9.9524e-003
 1.537500e-006  0.0000e+000  0.0000e+000  3.8821e-001  1.0014e-002
 1.540000e-006  0.0000e+000  3.1764e-014  3.8821e-001  9.9742e-003
 1.540500e-006  0.0000e+000  2.0000e-001  3.8821e-001  9.9872e-003
 1.541000e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9916e-003
 1.541250e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9926e-003
 1.5413749e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9929e-003
 1.542624e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9946e-003
 1.543249e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9953e-003
 1.546450e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.548051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.552051e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.556051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.560051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.564051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.568051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.572051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.576051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.580000e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.580500e-006  2.0000e-001  4.0000e-001  3.8875e-001  1.1046e-002
 1.581000e-006  4.0000e-001  4.0000e-001  3.6351e-001  3.6264e-002
 1.581250e-006  4.0000e-001  4.0000e-001  3.4855e-001  4.4761e-002
 1.583750e-006  4.0000e-001  4.0000e-001  4.6463e-002  3.2387e-001
 1.585000e-006  4.0000e-001  4.0000e-001  9.5046e-003  3.8507e-001
 1.585625e-006  4.0000e-001  4.0000e-001  8.5264e-003  3.8773e-001
 1.589625e-006  4.0000e-001  4.0000e-001  7.6117e-003  3.8915e-001
 1.593625e-006  4.0000e-001  4.0000e-001  8.2702e-003  3.8839e-001
 1.597625e-006  4.0000e-001  4.0000e-001  7.7585e-003  3.8877e-001
 1.600000e-006  4.0000e-001  4.0000e-001  8.1562e-003  3.8865e-001
 1.600500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.601000e-006  8.4710e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.601500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.601750e-006  0.0000e+000  0.0000e+000  9.4685e-003  3.8831e-001
 1.604250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.608250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.612250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.616250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.620000e-006  0.0000e+000  0.0000e+000  1.0088e-002  3.8826e-001
 1.620500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.621000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.621250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.623481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.624596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.625154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.629154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.633154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.637154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.640000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.640500e-006  2.0000e-001  2.0000e-001  3.8776e-001  5.0983e-003
 1.640750e-006  1.0000e-001  3.0000e-001  3.8795e-001  6.8320e-003
 1.641000e-006  6.8778e-014  4.0000e-001  3.8787e-001  8.0583e-003
 1.641475e-006  0.0000e+000  4.0000e-001  3.8830e-001  9.2594e-003
 1.641712e-006  0.0000e+000  4.0000e-001  3.8835e-001  9.5741e-003
 1.643972e-006  0.0000e+000  4.0000e-001  3.8822e-001  1.0205e-002
 1.645102e-006  0.0000e+000  4.0000e-001  3.8815e-001  9.9337e-003
 1.649102e-006  0.0000e+000  4.0000e-001  3.8825e-001  1.0045e-002
 1.651102e-006  0.0000e+000  4.0000e-001  3.8818e-001  9.9628e-003
 1.655102e-006  0.0000e+000  4.0000e-001  3.8823e-001  1.0022e-002
 1.659102e-006  0.0000e+000  4.0000e-001  3.8819e-001  9.9741e-003
 1.660000e-006  0.0000e+000  4.0000e-001  3.8821e-001  1.0003e-002
 1.660500e-006  2.0000e-001  4.0000e-001  3.8874e-001  1.1047e-002
 1.661000e-006  4.0000e-001  4.0000e-001  3.6341e-001  3.6277e-002
 1.661250e-006  4.0000e-001  4.0000e-001  3.4845e-001  4.4788e-002
 1.663750e-006  4.0000e-001  4.0000e-001  4.6436e-002  3.2391e-001
 1.665000e-006  4.0000e-001  4.0000e-001  9.5009e-003  3.8508e-001
 1.665625e-006  4.0000e-001  4.0000e-001  8.5255e-003  3.8773e-001
 1.669625e-006  4.0000e-001  4.0000e-001  7.6121e-003  3.8915e-001
 1.673625e-006  4.0000e-001  4.0000e-001  8.2699e-003  3.8839e-001
 1.677625e-006  4.0000e-001  4.0000e-001  7.7587e-003  3.8877e-001
 1.680000e-006  4.0000e-001  4.0000e-001  8.1561e-003  3.8865e-001
 1.680500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.681000e-006  5.2958e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.681500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.681750e-006  0.0000e+000  0.0000e+000  9.4684e-003  3.8831e-001
 1.684250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.688250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.692250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.696250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.700000e-006  5.2940e-015  0.0000e+000  1.0088e-002  3.8826e-001
 1.700500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.701000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.701250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.703481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.704596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.705154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.709154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.713154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.717154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.720000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.720500e-006  2.0000e-001  0.0000e+000  3.8764e-001  4.5713e-003
 1.721000e-006  4.2355e-014  0.0000e+000  3.8770e-001  7.2520e-003
 1.721500e-006  0.0000e+000  0.0000e+000  3.8833e-001  8.9827e-003
 1.725500e-006  0.0000e+000  0.0000e+000  3.8827e-001  9.9000e-003
 1.729500e-006  0.0000e+000  0.0000e+000  3.8819e-001  1.0043e-002
 1.733500e-006  0.0000e+000  0.0000e+000  3.8822e-001  9.9524e-003
 1.737500e-006  0.0000e+000  0.0000e+000  3.8821e-001  1.0014e-002
 1.740000e-006  0.0000e+000  3.1764e-014  3.8821e-001  9.9742e-003
 1.740500e-006  0.0000e+000  2.0000e-001  3.8821e-001  9.9872e-003
 1.741000e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9916e-003
 1.741249e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9926e-003
 1.7413750e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9929e-003
 1.742624e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9946e-003
 1.743249e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9953e-003
 1.746450e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.748051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.752051e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.756051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.760051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.764051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.768051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.772051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.776051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.780000e-006  3.1764e-014  4.0000e-001  3.8820e-001  9.9952e-003
 1.780500e-006  2.0000e-001  4.0000e-001  3.8875e-001  1.1046e-002
 1.781000e-006  4.0000e-001  4.0000e-001  3.6351e-001  3.6264e-002
 1.781250e-006  4.0000e-001  4.0000e-001  3.4855e-001  4.4761e-002
 1.783749e-006  4.0000e-001  4.0000e-001  4.6463e-002  3.2387e-001
 1.784999e-006  4.0000e-001  4.0000e-001  9.5046e-003  3.8507e-001
 1.785624e-006  4.0000e-001  4.0000e-001  8.5264e-003  3.8773e-001
 1.789624e-006  4.0000e-001  4.0000e-001  7.6117e-003  3.8915e-001
 1.793624e-006  4.0000e-001  4.0000e-001  8.2702e-003  3.8839e-001
 1.797624e-006  4.0000e-001  4.0000e-001  7.7585e-003  3.8877e-001
 1.800000e-006  4.0000e-001  4.0000e-001  8.1562e-003  3.8865e-001
 1.800500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.801000e-006  9.5313e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.801500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.801750e-006  0.0000e+000  0.0000e+000  9.4685e-003  3.8831e-001
 1.804250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.808250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.812250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.816250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.820000e-006  0.0000e+000  0.0000e+000  1.0088e-002  3.8826e-001
 1.820500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.821000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.821250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.823481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.824596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.825154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.829154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.833154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.837154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.840000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.840500e-006  2.0000e-001  2.0000e-001  3.8776e-001  5.0983e-003
 1.840750e-006  1.0000e-001  3.0000e-001  3.8795e-001  6.8320e-003
 1.841000e-006  7.9381e-014  4.0000e-001  3.8787e-001  8.0583e-003
 1.841475e-006  0.0000e+000  4.0000e-001  3.8830e-001  9.2594e-003
 1.841712e-006  0.0000e+000  4.0000e-001  3.8835e-001  9.5741e-003
 1.843972e-006  0.0000e+000  4.0000e-001  3.8822e-001  1.0205e-002
 1.845102e-006  0.0000e+000  4.0000e-001  3.8815e-001  9.9337e-003
 1.849102e-006  0.0000e+000  4.0000e-001  3.8825e-001  1.0045e-002
 1.851102e-006  0.0000e+000  4.0000e-001  3.8818e-001  9.9628e-003
 1.855102e-006  0.0000e+000  4.0000e-001  3.8823e-001  1.0022e-002
 1.859102e-006  0.0000e+000  4.0000e-001  3.8819e-001  9.9741e-003
