* T-Spice 13.00 Simulation	Fri Sep 06 19:03:46 2019	C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T.sp
* Command line: tspice -o C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T.out C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_6T.sp 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 4
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 8                 MOSFET geometries - 4       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 2       
*   Independent nodes - 35                   Boundary nodes - 4       
*         Total nodes - 39      


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   2e-009   3e-006
TRANSIENT ANALYSIS
Time<s>           v(WL)<V>     v(BL)<V>     v(QB)<V>      v(Q)<V>
 4.962500e-007  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 5.000000e-007  0.0000e+000  0.0000e+000  1.0088e-002  3.8826e-001
 5.005000e-007  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 5.010000e-007  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 5.012500e-007  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 5.034812e-007  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 5.045968e-007  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 5.051547e-007  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 5.091547e-007  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 5.131547e-007  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 5.171547e-007  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 5.200000e-007  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 5.205000e-007  2.0000e-001  0.0000e+000  3.8764e-001  4.5713e-003
 5.209999e-007  2.1205e-014  0.0000e+000  3.8770e-001  7.2520e-003
 5.215000e-007  0.0000e+000  0.0000e+000  3.8833e-001  8.9827e-003
 5.255000e-007  0.0000e+000  0.0000e+000  3.8827e-001  9.9000e-003
 5.295000e-007  0.0000e+000  0.0000e+000  3.8819e-001  1.0043e-002
 5.334999e-007  0.0000e+000  0.0000e+000  3.8822e-001  9.9524e-003
 5.374999e-007  0.0000e+000  0.0000e+000  3.8821e-001  1.0014e-002
 5.399999e-007  0.0000e+000  0.0000e+000  3.8821e-001  9.9742e-003
 5.404999e-007  0.0000e+000  2.0000e-001  3.8821e-001  9.9872e-003
 5.410000e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9916e-003
 5.412500e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9926e-003
 5.413749e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9929e-003
 5.426249e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9946e-003
 5.432499e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9953e-003
 5.464506e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 5.480510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 5.520510e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 5.560510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 5.600510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 5.640510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 5.680510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 5.720510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 5.760510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 5.800000e-007  1.0588e-014  4.0000e-001  3.8820e-001  9.9952e-003
 5.805000e-007  2.0000e-001  4.0000e-001  3.8875e-001  1.1046e-002
 5.810000e-007  4.0000e-001  4.0000e-001  3.6351e-001  3.6264e-002
 5.812499e-007  4.0000e-001  4.0000e-001  3.4855e-001  4.4761e-002
 5.837499e-007  4.0000e-001  4.0000e-001  4.6463e-002  3.2387e-001
 5.849999e-007  4.0000e-001  4.0000e-001  9.5046e-003  3.8507e-001
 5.856249e-007  4.0000e-001  4.0000e-001  8.5264e-003  3.8773e-001
 5.896249e-007  4.0000e-001  4.0000e-001  7.6117e-003  3.8915e-001
 5.936249e-007  4.0000e-001  4.0000e-001  8.2702e-003  3.8839e-001
 5.976249e-007  4.0000e-001  4.0000e-001  7.7585e-003  3.8877e-001
 6.000000e-007  4.0000e-001  4.0000e-001  8.1562e-003  3.8865e-001
 6.005000e-007  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 6.009999e-007  3.1752e-014  0.0000e+000  7.2874e-003  3.8740e-001
 6.015000e-007  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 6.017500e-007  0.0000e+000  0.0000e+000  9.4685e-003  3.8831e-001
 6.042500e-007  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 6.082500e-007  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 6.122500e-007  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 6.162500e-007  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 6.200000e-007  0.0000e+000  0.0000e+000  1.0088e-002  3.8826e-001
 6.205000e-007  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 6.210000e-007  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 6.212500e-007  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 6.234812e-007  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 6.245968e-007  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 6.251547e-007  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 6.291547e-007  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 6.331547e-007  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 6.371547e-007  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 6.399999e-007  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 6.404999e-007  2.0000e-001  2.0000e-001  3.8776e-001  5.0983e-003
 6.407499e-007  1.0000e-001  3.0000e-001  3.8795e-001  6.8320e-003
 6.410000e-007  1.5876e-014  4.0000e-001  3.8787e-001  8.0583e-003
 6.414751e-007  0.0000e+000  4.0000e-001  3.8830e-001  9.2594e-003
 6.417127e-007  0.0000e+000  4.0000e-001  3.8835e-001  9.5741e-003
 6.439726e-007  0.0000e+000  4.0000e-001  3.8822e-001  1.0205e-002
 6.451025e-007  0.0000e+000  4.0000e-001  3.8815e-001  9.9337e-003
 6.491025e-007  0.0000e+000  4.0000e-001  3.8825e-001  1.0045e-002
 6.511025e-007  0.0000e+000  4.0000e-001  3.8818e-001  9.9628e-003
 6.551025e-007  0.0000e+000  4.0000e-001  3.8823e-001  1.0022e-002
 6.591025e-007  0.0000e+000  4.0000e-001  3.8819e-001  9.9741e-003
 6.600000e-007  2.6470e-015  4.0000e-001  3.8821e-001  1.0003e-002
 6.605000e-007  2.0000e-001  4.0000e-001  3.8874e-001  1.1047e-002
 6.610000e-007  4.0000e-001  4.0000e-001  3.6341e-001  3.6277e-002
 6.612500e-007  4.0000e-001  4.0000e-001  3.4845e-001  4.4788e-002
 6.637500e-007  4.0000e-001  4.0000e-001  4.6436e-002  3.2391e-001
 6.650000e-007  4.0000e-001  4.0000e-001  9.5009e-003  3.8508e-001
 6.656250e-007  4.0000e-001  4.0000e-001  8.5255e-003  3.8773e-001
 6.696250e-007  4.0000e-001  4.0000e-001  7.6121e-003  3.8915e-001
 6.736250e-007  4.0000e-001  4.0000e-001  8.2699e-003  3.8839e-001
 6.776250e-007  4.0000e-001  4.0000e-001  7.7587e-003  3.8877e-001
 6.799999e-007  4.0000e-001  4.0000e-001  8.1561e-003  3.8865e-001
 6.805000e-007  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 6.809999e-007  4.2355e-014  1.0603e-014  7.2874e-003  3.8740e-001
 6.814999e-007  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 6.817499e-007  0.0000e+000  0.0000e+000  9.4684e-003  3.8831e-001
 6.842500e-007  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 6.882500e-007  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 6.922500e-007  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 6.962500e-007  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 7.000000e-007  1.5882e-014  0.0000e+000  1.0088e-002  3.8826e-001
 7.005000e-007  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 7.010000e-007  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 7.012499e-007  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 7.034812e-007  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 7.045968e-007  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 7.051547e-007  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 7.091547e-007  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 7.131547e-007  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 7.171547e-007  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 7.200000e-007  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 7.205000e-007  2.0000e-001  0.0000e+000  3.8764e-001  4.5713e-003
 7.210000e-007  0.0000e+000  0.0000e+000  3.8770e-001  7.2520e-003
 7.215000e-007  0.0000e+000  0.0000e+000  3.8833e-001  8.9827e-003
 7.255000e-007  0.0000e+000  0.0000e+000  3.8827e-001  9.9000e-003
 7.295000e-007  0.0000e+000  0.0000e+000  3.8819e-001  1.0043e-002
 7.335000e-007  0.0000e+000  0.0000e+000  3.8822e-001  9.9524e-003
 7.375000e-007  0.0000e+000  0.0000e+000  3.8821e-001  1.0014e-002
 7.399999e-007  0.0000e+000  0.0000e+000  3.8821e-001  9.9742e-003
 7.404999e-007  0.0000e+000  2.0000e-001  3.8821e-001  9.9872e-003
 7.410000e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9916e-003
 7.412500e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9926e-003
 7.413749e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9929e-003
 7.426249e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9946e-003
 7.432499e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9953e-003
 7.464506e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 7.480510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 7.520510e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 7.560510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 7.600510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 7.640510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 7.680510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 7.720510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 7.760510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 7.800000e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 7.805000e-007  2.0000e-001  4.0000e-001  3.8875e-001  1.1046e-002
 7.810000e-007  4.0000e-001  4.0000e-001  3.6351e-001  3.6264e-002
 7.812500e-007  4.0000e-001  4.0000e-001  3.4855e-001  4.4761e-002
 7.837500e-007  4.0000e-001  4.0000e-001  4.6463e-002  3.2387e-001
 7.850000e-007  4.0000e-001  4.0000e-001  9.5046e-003  3.8507e-001
 7.856250e-007  4.0000e-001  4.0000e-001  8.5264e-003  3.8773e-001
 7.896250e-007  4.0000e-001  4.0000e-001  7.6117e-003  3.8915e-001
 7.936250e-007  4.0000e-001  4.0000e-001  8.2702e-003  3.8839e-001
 7.976250e-007  4.0000e-001  4.0000e-001  7.7585e-003  3.8877e-001
 7.999999e-007  4.0000e-001  4.0000e-001  8.1562e-003  3.8865e-001
 8.005000e-007  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 8.009999e-007  4.2355e-014  0.0000e+000  7.2874e-003  3.8740e-001
 8.014999e-007  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 8.017500e-007  0.0000e+000  0.0000e+000  9.4685e-003  3.8831e-001
 8.042500e-007  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 8.082500e-007  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 8.122500e-007  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 8.162500e-007  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 8.200000e-007  1.9852e-014  0.0000e+000  1.0088e-002  3.8826e-001
 8.205000e-007  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 8.210000e-007  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 8.212499e-007  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 8.234812e-007  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 8.245968e-007  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 8.251547e-007  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 8.291547e-007  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 8.331547e-007  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 8.371547e-007  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 8.399999e-007  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 8.405000e-007  2.0000e-001  2.0000e-001  3.8776e-001  5.0983e-003
 8.407500e-007  1.0000e-001  3.0000e-001  3.8795e-001  6.8320e-003
 8.410000e-007  2.6479e-014  4.0000e-001  3.8787e-001  8.0583e-003
 8.414751e-007  0.0000e+000  4.0000e-001  3.8830e-001  9.2594e-003
 8.417127e-007  0.0000e+000  4.0000e-001  3.8835e-001  9.5741e-003
 8.439726e-007  0.0000e+000  4.0000e-001  3.8822e-001  1.0205e-002
 8.451025e-007  0.0000e+000  4.0000e-001  3.8815e-001  9.9337e-003
 8.491025e-007  0.0000e+000  4.0000e-001  3.8825e-001  1.0045e-002
 8.511025e-007  0.0000e+000  4.0000e-001  3.8818e-001  9.9628e-003
 8.551025e-007  0.0000e+000  4.0000e-001  3.8823e-001  1.0022e-002
 8.591025e-007  0.0000e+000  4.0000e-001  3.8819e-001  9.9741e-003
 8.600000e-007  0.0000e+000  4.0000e-001  3.8821e-001  1.0003e-002
 8.605000e-007  2.0000e-001  4.0000e-001  3.8874e-001  1.1047e-002
 8.610000e-007  4.0000e-001  4.0000e-001  3.6341e-001  3.6277e-002
 8.612500e-007  4.0000e-001  4.0000e-001  3.4845e-001  4.4788e-002
 8.637500e-007  4.0000e-001  4.0000e-001  4.6436e-002  3.2391e-001
 8.650000e-007  4.0000e-001  4.0000e-001  9.5009e-003  3.8508e-001
 8.656250e-007  4.0000e-001  4.0000e-001  8.5255e-003  3.8773e-001
 8.696250e-007  4.0000e-001  4.0000e-001  7.6121e-003  3.8915e-001
 8.736250e-007  4.0000e-001  4.0000e-001  8.2699e-003  3.8839e-001
 8.776249e-007  4.0000e-001  4.0000e-001  7.7587e-003  3.8877e-001
 8.800000e-007  4.0000e-001  4.0000e-001  8.1561e-003  3.8865e-001
 8.805000e-007  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 8.809999e-007  5.2958e-014  1.0603e-014  7.2874e-003  3.8740e-001
 8.815000e-007  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 8.817500e-007  0.0000e+000  0.0000e+000  9.4684e-003  3.8831e-001
 8.842500e-007  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 8.882500e-007  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 8.922500e-007  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 8.962500e-007  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 9.000000e-007  5.2940e-015  0.0000e+000  1.0088e-002  3.8826e-001
 9.005000e-007  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 9.010000e-007  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 9.012500e-007  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 9.034812e-007  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 9.045968e-007  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 9.051547e-007  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 9.091547e-007  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 9.131547e-007  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 9.171547e-007  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 9.200000e-007  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 9.205000e-007  2.0000e-001  0.0000e+000  3.8764e-001  4.5713e-003
 9.210000e-007  0.0000e+000  0.0000e+000  3.8770e-001  7.2520e-003
 9.215000e-007  0.0000e+000  0.0000e+000  3.8833e-001  8.9827e-003
 9.255000e-007  0.0000e+000  0.0000e+000  3.8827e-001  9.9000e-003
 9.295000e-007  0.0000e+000  0.0000e+000  3.8819e-001  1.0043e-002
 9.335000e-007  0.0000e+000  0.0000e+000  3.8822e-001  9.9524e-003
 9.375000e-007  0.0000e+000  0.0000e+000  3.8821e-001  1.0014e-002
 9.399999e-007  0.0000e+000  0.0000e+000  3.8821e-001  9.9742e-003
 9.404999e-007  0.0000e+000  2.0000e-001  3.8821e-001  9.9872e-003
 9.410000e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9916e-003
 9.412500e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9926e-003
 9.413750e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9929e-003
 9.426249e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9946e-003
 9.432499e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9953e-003
 9.464506e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 9.480510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 9.520510e-007  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 9.560510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 9.600510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 9.640510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 9.680510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 9.720510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 9.760510e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 9.800000e-007  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 9.805000e-007  2.0000e-001  4.0000e-001  3.8875e-001  1.1046e-002
 9.810000e-007  4.0000e-001  4.0000e-001  3.6351e-001  3.6264e-002
 9.812500e-007  4.0000e-001  4.0000e-001  3.4855e-001  4.4761e-002
 9.837500e-007  4.0000e-001  4.0000e-001  4.6463e-002  3.2387e-001
 9.850000e-007  4.0000e-001  4.0000e-001  9.5046e-003  3.8507e-001
 9.856250e-007  4.0000e-001  4.0000e-001  8.5264e-003  3.8773e-001
 9.896250e-007  4.0000e-001  4.0000e-001  7.6117e-003  3.8915e-001
 9.936250e-007  4.0000e-001  4.0000e-001  8.2702e-003  3.8839e-001
 9.976250e-007  4.0000e-001  4.0000e-001  7.7585e-003  3.8877e-001
 1.000000e-006  4.0000e-001  4.0000e-001  8.1562e-003  3.8865e-001
 1.000500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.001000e-006  5.2958e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.001500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.001750e-006  0.0000e+000  0.0000e+000  9.4685e-003  3.8831e-001
 1.004250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.008250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.012250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.016250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.020000e-006  9.2644e-015  0.0000e+000  1.0088e-002  3.8826e-001
 1.020500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.021000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.021250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.023481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.024596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.025154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.029154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.033154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.037154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.040000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.040500e-006  2.0000e-001  2.0000e-001  3.8776e-001  5.0983e-003
 1.040750e-006  1.0000e-001  3.0000e-001  3.8795e-001  6.8320e-003
 1.041000e-006  3.7026e-014  4.0000e-001  3.8787e-001  8.0583e-003
 1.041475e-006  0.0000e+000  4.0000e-001  3.8830e-001  9.2594e-003
 1.041712e-006  0.0000e+000  4.0000e-001  3.8835e-001  9.5741e-003
 1.043972e-006  0.0000e+000  4.0000e-001  3.8822e-001  1.0205e-002
 1.045102e-006  0.0000e+000  4.0000e-001  3.8815e-001  9.9337e-003
 1.049102e-006  0.0000e+000  4.0000e-001  3.8825e-001  1.0045e-002
 1.051102e-006  0.0000e+000  4.0000e-001  3.8818e-001  9.9628e-003
 1.055102e-006  0.0000e+000  4.0000e-001  3.8823e-001  1.0022e-002
 1.059102e-006  0.0000e+000  4.0000e-001  3.8819e-001  9.9741e-003
 1.060000e-006  2.3823e-014  4.0000e-001  3.8821e-001  1.0003e-002
 1.060500e-006  2.0000e-001  4.0000e-001  3.8874e-001  1.1047e-002
 1.061000e-006  4.0000e-001  4.0000e-001  3.6341e-001  3.6277e-002
 1.061250e-006  4.0000e-001  4.0000e-001  3.4845e-001  4.4788e-002
 1.063749e-006  4.0000e-001  4.0000e-001  4.6436e-002  3.2391e-001
 1.064999e-006  4.0000e-001  4.0000e-001  9.5009e-003  3.8508e-001
 1.065624e-006  4.0000e-001  4.0000e-001  8.5255e-003  3.8773e-001
 1.069624e-006  4.0000e-001  4.0000e-001  7.6121e-003  3.8915e-001
 1.073624e-006  4.0000e-001  4.0000e-001  8.2699e-003  3.8839e-001
 1.077624e-006  4.0000e-001  4.0000e-001  7.7587e-003  3.8877e-001
 1.080000e-006  4.0000e-001  4.0000e-001  8.1561e-003  3.8865e-001
 1.080500e-006  2.0000e-001  2.0000e-001  4.5883e-003  3.8701e-001
 1.081000e-006  2.1205e-014  0.0000e+000  7.2874e-003  3.8740e-001
 1.081500e-006  0.0000e+000  0.0000e+000  9.0297e-003  3.8818e-001
 1.081750e-006  0.0000e+000  0.0000e+000  9.4684e-003  3.8831e-001
 1.084250e-006  0.0000e+000  0.0000e+000  1.0288e-002  3.8825e-001
 1.088250e-006  0.0000e+000  0.0000e+000  9.7817e-003  3.8814e-001
 1.092250e-006  0.0000e+000  0.0000e+000  1.0155e-002  3.8828e-001
 1.096250e-006  0.0000e+000  0.0000e+000  9.8731e-003  3.8814e-001
 1.100000e-006  3.7058e-014  0.0000e+000  1.0088e-002  3.8826e-001
 1.100500e-006  2.0000e-001  0.0000e+000  1.1070e-002  3.8871e-001
 1.101000e-006  4.0000e-001  0.0000e+000  4.0556e-002  3.2400e-001
 1.101250e-006  4.0000e-001  0.0000e+000  5.5387e-002  2.7358e-001
 1.103481e-006  4.0000e-001  0.0000e+000  3.3304e-001  2.3569e-002
 1.104596e-006  4.0000e-001  0.0000e+000  3.8777e-001  3.1668e-003
 1.105154e-006  4.0000e-001  0.0000e+000  3.8919e-001  5.9731e-003
 1.109154e-006  4.0000e-001  0.0000e+000  3.8813e-001  4.7051e-003
 1.113154e-006  4.0000e-001  0.0000e+000  3.8900e-001  5.8331e-003
 1.117154e-006  4.0000e-001  0.0000e+000  3.8827e-001  4.8340e-003
 1.120000e-006  4.0000e-001  0.0000e+000  3.8887e-001  5.6894e-003
 1.120500e-006  2.0000e-001  0.0000e+000  3.8764e-001  4.5713e-003
 1.121000e-006  1.0603e-014  0.0000e+000  3.8770e-001  7.2520e-003
 1.121500e-006  0.0000e+000  0.0000e+000  3.8833e-001  8.9827e-003
 1.125500e-006  0.0000e+000  0.0000e+000  3.8827e-001  9.9000e-003
 1.129500e-006  0.0000e+000  0.0000e+000  3.8819e-001  1.0043e-002
 1.133500e-006  0.0000e+000  0.0000e+000  3.8822e-001  9.9524e-003
 1.137500e-006  0.0000e+000  0.0000e+000  3.8821e-001  1.0014e-002
 1.140000e-006  0.0000e+000  3.1764e-014  3.8821e-001  9.9742e-003
 1.140500e-006  0.0000e+000  2.0000e-001  3.8821e-001  9.9872e-003
 1.141000e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9916e-003
 1.141250e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9926e-003
 1.141374e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9929e-003
 1.142624e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9946e-003
 1.143249e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9953e-003
 1.146450e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.148051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.152051e-006  0.0000e+000  4.0000e-001  3.8821e-001  9.9954e-003
 1.156051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9951e-003
 1.160051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.164051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.168051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.172051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.176051e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9954e-003
 1.180000e-006  0.0000e+000  4.0000e-001  3.8820e-001  9.9952e-003
 1.180500e-006  2.0000e-001  4.0000e-001  3.8875e-001  1.1046e-002
 1.181000e-006  4.0000e-001  4.0000e-001  3.6351e-001  3.6264e-002
